Journal of Engineering and Applied Sciences	3
UPB Scientific Bulletin, Series D: Mechanical Engineering	3
ACM Transactions on Privacy and Security	3
Journal of Aerospace Engineering	3
Journal of Advanced Research in Dynamical and Control Systems	3
GPS Solutions	3
Journal of Institute of Control, Robotics and Systems	3
Computational Intelligence and Neuroscience	3
Informatics in Medicine Unlocked	3
Cognitive Systems Research	3
Machine Vision and Applications	3
Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics	3
Marine Technology Society Journal	3
Concurrency and Computation: Practice and Experience	3
ISPRS Journal of Photogrammetry and Remote Sensing	3
IEEE Antennas and Wireless Propagation Letters	3
IEEE Transactions on Electromagnetic Compatibility	3
Expert Syst. Appl.	3
Reliability Engineering and System Safety	3
Mechatronics	3
Information Fusion	3
Precision Agriculture	3
Landslides	3
Nonlinear Dynamics	3
Computer Vision and Image Understanding	3
Wireless Networks	3
IEEE Journal of Microwaves	3
IEEE Network	3
IEEE Transactions on Knowledge and Data Engineering	3
IEEE Transactions on Big Data	3
IEEE Transactions on Services Computing	3
IEEE Transactions on Parallel and Distributed Systems	3
Computers, Materials and Continua	3
Clinical Laboratory	3
Expert Systems	3
Aircraft Engineering and Aerospace Technology	3
International Journal of Engineering Trends and Technology	3
Peer-to-Peer Networking and Applications	3
Mathematical Biosciences and Engineering	3
Journal of Environmental Management	3
International Journal of Applied Earth Observation and Geoinformation	3
Eurasip Journal on Advances in Signal Processing	3
Nature Communications	3
Digital Communications and Networks	3
Journal of Electronic Imaging	3
Soft Computing	3
Artificial Intelligence	3
Environmental Science and Pollution Research	3
Physical Communication	3
Neural Computing and Applications	3
ACM Transactions on Embedded Computing Systems	3
International Journal on Recent and Innovation Trends in Computing and Communication	3
Journal of King Saud University - Computer and Information Sciences	3
Mechanical Systems and Signal Processing	3
Nature	3
Journal of Guidance, Control, and Dynamics	3
INCAS Bulletin	2
Clinical Ophthalmology	2
International Journal of Technology	2
Systemy Logistyczne Wojsk	2
Marine Ecology Progress Series	2
Gosudarstvo i Pravo	2
IACR Transactions on Cryptographic Hardware and Embedded Systems	2
International Journal of Automotive Engineering	2
Journal of Engineering Science and Technology Review	2
IEEE Journal of Solid-State Circuits	2
International Journal of Vehicle Structures and Systems	2
International Journal of Computing	2
International Journal of Computational Intelligence Systems	2
ICES Journal of Marine Science	2
Computers and Industrial Engineering	2
Mikrobiyoloji Bulteni	2
Advances in Military Technology	2
Journal of Applied Remote Sensing	2
Acta Polytechnica Hungarica	2
International Journal of Critical Infrastructures	2
Journal of Infection in Developing Countries	2
Complexity	2
Advances in Systems Science and Applications	2
Tydskrif vir Geesteswetenskappe	2
Image and Vision Computing	2
Journal of Nuclear Medicine	2
Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography	2
Frontiers in Immunology	2
ARPN Journal of Engineering and Applied Sciences	2
Jiqiren/Robot	2
Composite Structures	2
Universal Journal of Mechanical Engineering	2
International Journal of Distributed Sensor Networks	2
Progress in Aerospace Sciences	2
Accounts of Chemical Research	2
Journal of Bionic Engineering	2
Jixie Gongcheng Xuebao/Journal of Mechanical Engineering	2
Pattern Recognition	2
IEEE Aerospace and Electronic Systems Magazine	2
Smart Materials and Structures	2
Bioinspiration and Biomimetics	2
Journal of Atmospheric and Oceanic Technology	2
ACM Transactions on Sensor Networks	2
Microprocessors and Microsystems	2
IEEE Journal on Miniaturization for Air and Space Systems	2
IEEE Computer Architecture Letters	2
IEEE Transactions on Affective Computing	2
IEEE Embedded Systems Letters	2
IEEE Journal of Emerging and Selected Topics in Power Electronics	2
ACM Trans. Embed. Comput. Syst.	2
Trans. Emerg. Telecommun. Technol.	2
Inf. Sci.	2
Journal of Cloud Computing	2
Journal of Computing and Information Science in Engineering	2
Sustainable Cities and Society	2
Quantitative Imaging in Medicine and Surgery	2
Sensors and Actuators B: Chemical	2
Unmanned Systems	2
Small	2
Computer Methods and Programs in Biomedicine	2
Combustion and Flame	2
Marine Pollution Bulletin	2
Resuscitation	2
IEEE Transactions on Transportation Electrification	2
Journal of Intelligent and Connected Vehicles	2
Intelligent and Converged Networks	2
IEEE Transactions on Visualization and Computer Graphics	2
IEEE Journal of Radio Frequency Identification	2
IEEE Transactions on Medical Robotics and Bionics	2
International Journal of Advanced Computer Science and Applications (IJACSA)	2
International Journal of Micro Air Vehicles	2
EUREKA, Physics and Engineering	2
Science of Soil and Water Conservation	2
Sustainable Development of Mountain Territories	2
Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika)	2
TransNav, International Journal on Marine Navigation and Safety od Sea Transportation	2
Scientific Journal of Silesian University of Technology. Series Transport	2
Plant Phenomics	2
Journal of Medical Systems	2
International Journal of Communication Networks and Information Security	2
Intelligent Service Robotics	2
Journal of Software: Evolution and Process	2
The Visual Computer	2
Defence Science Journal	2
Frontiers in Energy Research	2
Journal of Defense Modeling and Simulation	2
Signal, Image and Video Processing	2
Mobile Networks and Applications	2
International Journal of Aeronautical and Space Sciences	2
Cyber Security and Applications	2
International Journal of Information Security	2
CAAI Transactions on Intelligence Technology	2
Remote Sensing of Environment	2
International Journal of Control, Automation and Systems	2
Applied Ocean Research	2
International Journal of Vehicle Information and Communication Systems	2
Ecological Indicators	2
Indonesian Journal of Electrical Engineering and Computer Science	2
Transport Policy	2
Journal of Advanced Research in Applied Sciences and Engineering Technology	2
Heliyon	2
Safety Science	2
Automotive Innovation	2
Aero Weaponry	2
Digital Discovery	2
Automatica	2
Geoforum	2
Global Nest Journal	2
Ship Building of China	2
China Communications	2
Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies	2
Robotica	2
Journal of Experimental Marine Biology and Ecology	2
Biomedical Signal Processing and Control	2
Journal of Information Security and Applications	2
Journal of Radiological Protection	2
International Politics	2
Transportation Research Part B: Methodological	2
Measurement: Journal of the International Measurement Confederation	2
Journal of Biomedical Informatics	2
CEAS Aeronautical Journal	2
Transportation Research Part F: Traffic Psychology and Behaviour	2
IEEE Vehicular Technology Magazine	2
Guangxue Xuebao/Acta Optica Sinica	2
Optical Engineering	2
Results in Engineering	2
Xitong Fangzhen Xuebao / Journal of System Simulation	2
Empirical Software Engineering	2
Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering	2
Intelligent Systems with Applications	2
ACM Transactions on Cyber-Physical Systems	2
Biodiversity Science	2
ACM Transactions on Graphics	2
Indonesian Journal of Electrical Engineering and Informatics	2
Artificial Intelligence in Medicine	2
Frontiers in Marine Science	2
Talanta	2
Laser and Optoelectronics Progress	2
International Journal of Advanced Trends in Computer Science and Engineering	2
British Journal of Ophthalmology	2
Journal of Volcanology and Geothermal Research	2
Aviation	2
PeerJ	2
Wildlife Research	2
Studia Ceranea	1
African Health Sciences	1
Theoretical and Applied Mechanics	1
International Journal of Forest Engineering	1
International Journal of Developmental Biology	1
Transactions of the Royal Institution of Naval Architects Part A: International Journal of Maritime Engineering	1
Informatics and Automation	1
Acta Amazonica	1
IEEE Open Journal of the Computer Society	1
CIRIEC-Espana, Revista Juridica de Economia Social y Cooperativa	1
Journal of Taiyuan University of Technology	1
Rendiconti Online Societa Geologica Italiana	1
Revista Luna Azul	1
Ecologia Balkanica	1
Heart India	1
ACS Nano	1
Social and Legal Studios	1
The Open Biomedical Engineering Journal	1
Internet of Things and Cyber-Physical Systems	1
Scandinavian Journal of Military Studies	1
Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika	1
Qualitative Psychology	1
Journal of Automotive Safety and Energy	1
Geologiya Nefti i Gaza	1
ACS Applied Bio Materials	1
Space: Science and Technology (United States)	1
International Journal of Control	1
Vestnik Tomskogo Gosudarstvennogo Universiteta, Biologiya	1
Neurologie und Rehabilitation	1
Chinese Physics B	1
International Journal of Integrated Engineering	1
Annals of Agri Bio Research	1
Journal of Hydrology and Hydromechanics	1
Mechanika	1
Journal of Applied Fluid Mechanics	1
Perspectives on Terrorism	1
Journal of Electrical Engineering and Technology	1
Magazine of Civil Engineering	1
Novos Estudos CEBRAP	1
Eksploatacja i Niezawodnosc	1
Quarterly Journal of the Royal Meteorological Society	1
International Journal of High Performance Computing and Networking	1
Nature Conservation Research	1
Cardiology in Review	1
Mathematical Biosciences	1
International Journal of Vehicle Autonomous Systems	1
Annals of Family Medicine	1
Computational and Mathematical Methods in Medicine	1
Applied Soft Computing Journal	1
International Lawyer	1
Ruan Jian Xue Bao/Journal of Software	1
Advances in Science, Technology and Engineering Systems	1
Current Science	1
IEEE Micro	1
Journal of Innovation and Knowledge	1
Animal Biodiversity and Conservation	1
Soft Matter	1
Global health, epidemiology and genomics	1
Journal of Archaeological Science	1
Military Medicine	1
AMIA ... Annual Symposium proceedings. AMIA Symposium	1
The European Physical Journal C	1
Optimal Control Applications and Methods	1
Journal of Telecommunication, Electronic and Computer Engineering	1
Frontiers in Robotics and AI	1
Journal of Sensors	1
Integrated Computer-Aided Engineering	1
Leading Edge	1
Sel'skokhozyaistvennaya Biologiya	1
Systems Science and Control Engineering	1
International Journal of Ad Hoc and Ubiquitous Computing	1
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems	1
Profilakticheskaya Meditsina	1
Plant Biology	1
Transport and Telecommunication Journal	1
Intelligent Decision Technologies	1
Combinatorial Chemistry and High Throughput Screening	1
Eastern-European Journal of Enterprise Technologies	1
Aviakosmicheskaya i Ekologicheskaya Meditsina	1
Advances in Modelling and Analysis A	1
Asia Life Sciences	1
IEEE Transactions on Industry Applications	1
International Journal of Recent Technology and Engineering	1
Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences	1
International Journal of Robotics and Automation 2017	1
IEEE Transactions on Nanobioscience	1
Journal of Pediatric Infectious Diseases	1
Journal of Medical Imaging and Health Informatics	1
Annals of Biomedical Engineering	1
Journal of Advanced Nursing	1
Journal of Internet Services and Applications	1
Kongzhi Lilun Yu Yingyong/Control Theory and Applications	1
International Journal of Medical Informatics	1
Journal of Human Hypertension	1
BMJ Open	1
Indian Journal of Geo-Marine Sciences	1
Eurasip Journal on Wireless Communications and Networking	1
Microscopy Research and Technique	1
Photogrammetric Record	1
Journal of Transportation Security	1
Production Engineering Archives	1
IEEE Transactions on Signal and Information Processing over Networks	1
Parasites and Vectors	1
Ecology	1
Journal of Mechanics in Medicine and Biology	1
Journal of the Acoustical Society of America	1
Qiangjiguang Yu Lizishu/High Power Laser and Particle Beams	1
Dental Update	1
JMIR Research Protocols	1
Science of Computer Programming	1
International Data Privacy Law	1
International Journal of Smart and Nano Materials	1
European Journal of Operational Research	1
Journal of Mechanical Engineering	1
NTT Technical Review	1
Journal of Clinical Microbiology	1
Environmental Science: Processes and Impacts	1
Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition)	1
Digital Investigation	1
IEEE Geoscience and Remote Sensing Magazine	1
Cluster Computing	1
BMJ Quality and Safety	1
Journal of Clinical and Diagnostic Research	1
International Sugar Journal	1
Progress in Artificial Intelligence	1
Microbial Biotechnology	1
New Space	1
IEEE Signal Processing Magazine	1
Plant Disease	1
Journal of Petroleum Exploration and Production Technology	1
Spine Journal	1
Biodiversity Data Journal	1
BMC evolutionary biology	1
Transportmetrica A: Transport Science	1
Journal of Nonlinear Science	1
Journal of Microbiological Methods	1
Lung Cancer	1
Journal of Cerebral Blood Flow and Metabolism	1
ACM Transactions on Spatial Algorithms and Systems	1
European Transport - Trasporti Europei	1
Molecular Informatics	1
Formal Methods in System Design	1
Journal of Machine Learning Research	1
Food Analytical Methods	1
Computer Journal	1
International Journal of Systems Science	1
BMC Bioinformatics	1
Nanoscale	1
Journal of Neural Engineering	1
International Journal of Parallel, Emergent and Distributed Systems	1
Australian Planner	1
Person-Centered and Experiential Psychotherapies	1
Dyna (Spain)	1
Social Science and Medicine	1
European Journal of Neurology	1
IEEE Transactions on Neural Systems and Rehabilitation Engineering	1
IEEE Transactions on Technology and Society	1
IEEE Transactions on Device and Materials Reliability	1
SAIEE Africa Research Journal	1
IEEE Transactions on Broadcasting	1
Journal of Lightwave Technology	1
IEEE Transactions on Nanotechnology	1
IEEE Journal on Emerging and Selected Topics in Circuits and Systems	1
IEEE Transactions on Games	1
IEEE Latin America Transactions	1
IEEE Transactions on Medical Imaging	1
IEEE Transactions on Very Large Scale Integration (VLSI) Systems	1
IEEE Signal Processing Letters	1
IEEE Transactions on Smart Grid	1
Future Gener. Comput. Syst.	1
International Journal of Data and Network Science	1
Frontiers in Biomedical Technologies	1
European Journal of Mechanics, B/Fluids	1
Automated Software Engineering	1
Agriculture, Ecosystems and Environment	1
Applied Mathematics and Computation	1
Biosensors and Bioelectronics	1
Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment	1
Array	1
Journal of Network and Systems Management	1
Journal of Systems and Software	1
Human Factors	1
Catena	1
Futures	1
Journal of Resources and Ecology	1
Journal of Ethnopharmacology	1
Energy Conversion and Management	1
Science advances	1
Virus Research	1
Journal of African Earth Sciences	1
Home Healthcare Now	1
High Voltage	1
Global Change Biology	1
Journal of Ecological Engineering	1
The International Journal of Advanced Manufacturing Technology	1
International Journal of Electrical Power and Energy Systems	1
Transfusion	1
Current Problems in Cardiology	1
Environmental Modelling and Software	1
Journal of Stroke and Cerebrovascular Diseases	1
Current Applied Science and Technology	1
Forest Ecology and Management	1
Federal Reserve Bank of St. Louis Review	1
Vehicle System Dynamics	1
Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery	1
Journal of Applied Clinical Medical Physics	1
Theoretical and Applied Climatology	1
International Journal of Impact Engineering	1
Cartography and Geographic Information Science	1
Electrical Engineering	1
JACC: Clinical Electrophysiology	1
Engineering	1
Analytical Letters	1
IET Control Theory and Applications	1
Ibis	1
IEEE/ACM Transactions on Computational Biology and Bioinformatics	1
IEEE Transactions on Learning Technologies	1
IEEE Open Access Journal of Power and Energy	1
IEEE Transactions on Evolutionary Computation	1
IEEE Transactions on Industrial Cyber-Physical Systems	1
IEEE Transactions on Plasma Science	1
Big Data Mining and Analytics	1
IEEE Transactions on Engineering Management	1
IEEE Transactions on AgriFood Electronics	1
Tsinghua Science and Technology	1
IEEE/ACM Transactions on Audio, Speech, and Language Processing	1
IEEE Transactions on Machine Learning in Communications and Networking	1
Complex System Modeling and Simulation	1
IEEE Photonics Journal	1
IEEE Microwave and Wireless Components Letters	1
IEEE Transactions on Signal and Power Integrity	1
IEEE Journal of Emerging and Selected Topics in Industrial Electronics	1
IEEE Transactions on Reliability	1
Journal of Strategic Studies	1
Asian Security	1
Journal of Applied Security Research	1
Critical Military Studies	1
Bulletin of the American Meteorological Society	1
Eastern Mediterranean Health Journal	1
Journal of Legal, Ethical and Regulatory Issues	1
Acta Agrestia Sinica	1
F1000Research	1
Ginekologia i Poloznictwo	1
African Journal of Laboratory Medicine	1
Geography, Environment, Sustainability	1
Quaternary Sciences	1
Logistics Journal	1
Neonatology	1
Arrhythmia and Electrophysiology Review	1
Scientific Bulletin of Naval Academy	1
Journal of Unmanned Vehicle Systems	1
Small Wars and Insurgencies	1
Obrazovanie i Nauka	1
PeerJ Computer Science	1
Intertax	1
Computacion y Sistemas	1
Security and Human Rights	1
Progress In Electromagnetics Research M	1
International Journal of Nuclear Security	1
Archives of Mining Sciences	1
Asia Maior	1
Cardiology Research and Practice	1
Journal of Strategic Security	1
Mathematics in Engineering, Science and Aerospace	1
Sustainable Futures	1
Paladyn, Journal of Behavioral Robotics	1
Agrosystems, Geosciences and Environment	1
CMES - Computer Modeling in Engineering and Sciences	1
Annual Reviews in Control	1
Advances in Science and Technology Research Journal	1
International Journal of Modelling, Identification and Control	1
Historijski Pogledi	1
Facets	1
Opto-Electronic Advances	1
International Journal of Computer Aided Engineering and Technology	1
EJNMMI Research	1
Journal of Infectious Diseases	1
Library Philosophy and Practice	1
Journal of Military Ethics	1
Journal of Mathematics	1
Kybernetika	1
Czech Polar Reports	1
Guangdong Agricultural Sciences	1
Geografia Fisica e Dinamica Quaternaria	1
Studia Universitatis Cibiniensis, Series Historica	1
Lasers in Engineering	1
Journal of Computational Technologies	1
Prace i Studia Geograficzne	1
Hesperis-Tamuda	1
Revista Brasileira de Oftalmologia	1
International Journal of Communication	1
Acta Histriae	1
Radiatsionnaya Gygiena	1
Rossiyskiy Vestnik Perinatologii i Pediatrii	1
Public Health and Life Environment	1
Radioelectronic and Computer Systems	1
Thermal Science	1
International Journal of Fluid Mechanics Research	1
Revista Chilena de Fonoaudiologia	1
Cybernetics and Systems	1
Scientia Sinica Informationis	1
Journal of Intelligent & Fuzzy Systems	1
ACM Trans. Cyber-Phys. Syst.	1
Comput. Secur.	1
Wireless Commun.	1
Int. J. Electron. Secur. Digit. Forensic	1
J. Intell. Robotics Syst.	1
J. Field Robot.	1
IAENG International Journal of Applied Mathematics	1
Journal of Cyber Security and Mobility	1
Computational and Structural Biotechnology Journal	1
Arktika: Ekologia i Ekonomika	1
Jisuanji Yanjiu yu Fazhan/Computer Research and Development	1
Nano Research	1
Geo-Spatial Information Science	1
Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa	1
Frontiers in Public Health	1
Asian Journal of Control	1
Journal of Education and Health Promotion	1
Science and Innovation	1
Risk Analysis	1
Simulation	1
Journal of NeuroInterventional Surgery	1
IET Networks	1
Smart Agriculture	1
Journal of Nano- and Electronic Physics	1
International Journal of Electronics and Telecommunications	1
Journal of Network Intelligence	1
Mathematical Modelling of Natural Phenomena	1
Neural Network World	1
Cell Chemical Biology	1
Public Transport	1
Informatsionno-Upravliaiushchie Sistemy	1
Journal of Medical Robotics Research	1
Jiangsu Daxue Xuebao (Ziran Kexue Ban)/Journal of Jiangsu University (Natural Science Edition)	1
Advanced Intelligent Systems	1
Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University	1
International Journal of Sensors, Wireless Communications and Control	1
ACS Applied Materials and Interfaces	1
Clinical and Preventive Medicine	1
Artificial Intelligence in the Life Sciences	1
Applied Geomatics	1
IJID Regions	1
Journal of Physics: Complexity	1
High-Confidence Computing	1
BMC Medical Imaging	1
International Journal of Environmental Science and Technology	1
Journal of Archaeological Science: Reports	1
Labour Economics	1
Sensing and Imaging	1
Human Factors and Mechanical Engineering for Defense and Safety	1
Earth Science Informatics	1
Neural Processing Letters	1
Transportation Engineering	1
Annals of Clinical Microbiology and Antimicrobials	1
HardwareX	1
Cybersecurity	1
Journal of Uncertain Systems	1
Annales Medico-Psychologiques	1
Journal of Safety Research	1
Journal of Marine Science and Technology (Japan)	1
Motivation and Emotion	1
Software and Systems Modeling	1
Antimicrobial Resistance and Infection Control	1
Journal of Vascular Surgery	1
Healthcare Analytics	1
International Journal on Software Tools for Technology Transfer	1
Nano-Micro Letters	1
Real-Time Systems	1
Plant Methods	1
Infectious Diseases of Poverty	1
Wetlands Ecology and Management	1
Journal of Agriculture and Food Research	1
IEEE Robotics and Automation Magazine	1
International Journal of Automotive Technology	1
Conflict and Health	1
Light: Science and Applications	1
Journal of Engineering and Applied Science	1
European Transport Research Review	1
Electronics Letters	1
Measurement: Sensors	1
Chinese Journal of Geological Hazard and Control	1
Journal of Advanced Research in Applied Mechanics	1
Science	1
Journal of Traffic and Transportation Engineering (English Edition)	1
International Journal of Engineering Systems Modelling and Simulation	1
Iraqi Journal for Electrical and Electronic Engineering	1
Cleaner Logistics and Supply Chain	1
Asian Journal of Water, Environment and Pollution	1
Journal of Defense Analytics and Logistics	1
Military medicine	1
JAMA Cardiology	1
Artificial Life and Robotics	1
Environmental Impact Assessment Review	1
Archives of Civil and Mechanical Engineering	1
The Lancet Psychiatry	1
Indian Journal of Orthopaedics	1
Computers and Geosciences	1
International Journal of Computer Networks and Communications	1
Journal of Manufacturing Science and Engineering	1
Digital Signal Processing: A Review Journal	1
Biotechnology and Bioengineering	1
Measurement and Control (United Kingdom)	1
CFD Letters	1
Current Infectious Disease Reports	1
Progress in Cardiovascular Diseases	1
Journal of Cryptographic Engineering	1
Journal of Engineering and Technology for Industrial Applications	1
Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi	1
Macromolecules	1
Pattern Recognition Letters	1
Results in Physics	1
Alexandria Engineering Journal	1
International Journal of Computers, Communications and Control	1
Solar Energy	1
Kranion	1
Fisheries Research	1
Biological Conservation	1
Marine Environmental Research	1
International Journal of Electrical and Electronics Research	1
Angiology	1
Government Information Quarterly	1
Environmental Geochemistry and Health	1
Geographia Technica	1
Work, Aging and Retirement	1
Ophthalmic Research	1
Information Technology and Control	1
Optics Letters	1
iScience	1
Journal of Cognitive Engineering and Decision Making	1
International Arab Journal of Information Technology	1
International Journal of Critical Infrastructure Protection	1
Energy Reports	1
Journal of the Science of Food and Agriculture	1
Information Systems Research	1
International Journal of Rock Mechanics and Mining Sciences	1
Journal of Computing in Civil Engineering	1
Science China Technological Sciences	1
International Journal of Modern Physics C	1
IEEE Internet Computing	1
Internal and Emergency Medicine	1
Computational and Mathematical Organization Theory	1
Applied Ergonomics	1
International Journal of Computer Assisted Radiology and Surgery	1
Plant Stress	1
ICIC Express Letters	1
Cognitive Computation and Systems	1
Machine Learning	1
Medical Engineering and Physics	1
IET Radar, Sonar and Navigation	1
Archaeological Research in Asia	1
Journal of biomechanical engineering	1
OR Spectrum	1
Computers in Biology and Medicine	1
International Journal of Computer Networks and Applications	1
Journal of Frontiers of Computer Science and Technology	1
Journal for Critical Education Policy Studies	1
International Journal of Industrial Engineering Computations	1
Computer Science and Information Systems	1
International Journal of Electrical and Electronic Engineering and Telecommunications	1
Journal of Marine Science and Application	1
IEEE Transactions on Computational Social Systems	1
Evolutionary Intelligence	1
Nanjing Hangkong Hangtian Daxue Xuebao/Journal of Nanjing University of Aeronautics and Astronautics	1
Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering	1
Journal of the Indian Society of Remote Sensing	1
IET Generation, Transmission and Distribution	1
International Journal of Computer Vision	1
Polar Biology	1
Zhongguo Zhongyao Zazhi	1
Medicine (United Kingdom)	1
Medical Physics	1
International Journal of Medical Robotics and Computer Assisted Surgery	1
